TIMMI.2003-07-16T10:04:08.203,,TIMMI2,MARS
TIMMI.2003-07-16T10:08:16.416,,TIMMI2,MARS
TIMMI.2003-07-16T09:55:55.535,,TIMMI2,MARS
TIMMI.2003-07-16T09:57:50.121,,TIMMI2,MARS
TIMMI.2003-07-16T09:52:56.688,,TIMMI2,MARS
TIMMI.2003-07-16T09:57:31.199,IMAGE,TIMMI2,MARS
TIMMI.2003-07-16T10:01:59.036,,TIMMI2,MARS
TIMMI.2003-07-16T10:01:44.533,,TIMMI2,MARS
TIMMI.2003-07-16T10:03:53.040,,TIMMI2,MARS
TIMMI.2003-07-16T10:04:28.074,,TIMMI2,MARS
TIMMI.2003-07-16T10:06:05.166,IMAGE,TIMMI2,MARS
TIMMI.2003-07-16T10:07:49.680,IMAGE,TIMMI2,MARS
TIMMI.2003-07-16T10:16:28.742,,TIMMI2,MARS
TIMMI.2003-07-16T10:17:59.336,IMAGE,TIMMI2,MARS
TIMMI.2003-07-16T10:18:17.651,,TIMMI2,MARS
TIMMI.2003-07-16T10:01:24.545,IMAGE,TIMMI2,MARS
TIMMI.2003-07-16T10:06:35.114,,TIMMI2,MARS
TIMMI.2003-07-16T10:16:09.572,IMAGE,TIMMI2,MARS
TIMMI.2003-09-13T04:18:01.595,,TIMMI2,MARS
TIMMI.2003-09-13T04:21:48.360,,TIMMI2,MARS
TIMMI.2003-09-13T04:34:59.478,,TIMMI2,MARS
TIMMI.2003-09-14T05:35:04.051,IMAGE,TIMMI2,MARS
TIMMI.2003-09-14T05:36:03.646,,TIMMI2,MARS
TIMMI.2003-09-14T05:42:26.821,,TIMMI2,MARS
TIMMI.2003-09-14T05:42:41.461,,TIMMI2,MARS
TIMMI.2003-09-13T04:16:01.885,,TIMMI2,MARS
TIMMI.2003-09-13T04:17:28.733,IMAGE,TIMMI2,MARS
TIMMI.2003-09-13T04:17:42.592,,TIMMI2,MARS
TIMMI.2003-09-13T04:19:38.316,IMAGE,TIMMI2,MARS
TIMMI.2003-09-13T04:31:41.599,SPECTRUM,TIMMI2,MARS
TIMMI.2003-09-13T04:33:13.577,,TIMMI2,MARS
TIMMI.2003-09-13T04:33:42.788,,TIMMI2,MARS
TIMMI.2003-09-13T04:34:45.602,SPECTRUM,TIMMI2,MARS
TIMMI.2003-09-13T04:18:07.714,,TIMMI2,MARS
TIMMI.2003-09-13T04:32:44.497,,TIMMI2,MARS
TIMMI.2003-09-13T04:35:42.562,,TIMMI2,MARS
TIMMI.2003-09-14T05:31:47.252,,TIMMI2,MARS
TIMMI.2003-09-14T05:35:31.958,,TIMMI2,MARS
TIMMI.2003-09-14T05:43:38.480,,TIMMI2,MARS
TIMMI.2003-09-13T04:15:15.751,IMAGE,TIMMI2,MARS
TIMMI.2003-09-13T04:22:20.670,,TIMMI2,MARS
TIMMI.2003-09-13T04:35:13.746,,TIMMI2,MARS
TIMMI.2003-09-13T04:35:28.089,,TIMMI2,MARS
TIMMI.2003-09-13T04:21:34.258,,TIMMI2,MARS
TIMMI.2003-09-13T04:31:56.408,,TIMMI2,MARS
TIMMI.2003-09-13T04:32:59.032,,TIMMI2,MARS
TIMMI.2003-09-13T04:33:28.255,,TIMMI2,MARS
TIMMI.2003-09-13T04:15:29.860,,TIMMI2,MARS
TIMMI.2003-09-13T04:15:48.193,,TIMMI2,MARS
TIMMI.2003-09-13T04:22:06.608,,TIMMI2,MARS
TIMMI.2003-09-13T04:22:34.779,,TIMMI2,MARS
TIMMI.2003-09-13T04:32:15.517,SPECTRUM,TIMMI2,MARS
TIMMI.2003-09-13T04:33:57.349,,TIMMI2,MARS
TIMMI.2003-09-13T04:35:56.802,,TIMMI2,MARS
TIMMI.2003-09-13T04:19:56.840,,TIMMI2,MARS
TIMMI.2003-09-13T04:21:20.195,IMAGE,TIMMI2,MARS
TIMMI.2003-09-13T04:32:29.960,,TIMMI2,MARS
TIMMI.2003-09-06T05:35:11.492,,TIMMI2,MARS
TIMMI.2003-09-06T05:40:42.238,,TIMMI2,MARS
TIMMI.2003-09-06T05:43:16.258,,TIMMI2,MARS
TIMMI.2003-09-06T05:46:46.444,IMAGE,TIMMI2,MARS
TIMMI.2003-09-06T05:51:14.895,,TIMMI2,MARS
TIMMI.2003-09-06T05:51:27.987,,TIMMI2,MARS
TIMMI.2003-09-06T05:52:27.180,,TIMMI2,MARS
TIMMI.2003-09-06T05:53:37.333,,TIMMI2,MARS
TIMMI.2003-09-06T05:53:50.816,,TIMMI2,MARS
TIMMI.2003-09-06T05:56:48.226,,TIMMI2,MARS
TIMMI.2003-09-06T05:59:38.537,,TIMMI2,MARS
TIMMI.2003-09-06T06:00:53.990,,TIMMI2,MARS
TIMMI.2003-09-06T06:04:41.648,,TIMMI2,MARS
